                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     42,                 1.7982,                 2.2489,                 1.6892,                0.64034,                 0.5361,                0.55143,                0.34653,                 1.2397,                 2.0861,                 1.4414,             0.00031633,             0.00031633,             0.00031633
                     43,                 1.8337,                 2.2309,                 1.6573,                0.64034,                 0.5361,                0.55143,                0.34653,                 1.2397,                 2.0861,                 1.4414,             0.00032243,             0.00032243,             0.00032243
                     44,                 1.7462,                 2.1362,                 1.6099,                0.59504,                   0.55,                0.56883,                0.35839,                 1.2058,                 1.8852,                   1.38,             0.00032844,             0.00032844,             0.00032844
                     45,                 1.6351,                 2.1403,                 1.5565,                0.67252,                0.54045,                0.59035,                0.38398,                 1.1665,                 1.6781,                 1.3026,             0.00033439,             0.00033439,             0.00033439
                     46,                 1.4913,                 2.2056,                 1.5253,                0.67252,                0.54045,                0.59035,                0.38398,                 1.1665,                 1.6781,                 1.3026,             0.00034027,             0.00034027,             0.00034027
                     47,                 1.4668,                 1.7678,                 1.4952,                0.58449,                0.68206,                 0.6299,                0.44006,                 1.1434,                 1.5538,                 1.2471,             0.00034607,             0.00034607,             0.00034607
                     48,                 1.4618,                 1.7974,                 1.4761,                0.80687,                0.68333,                0.69751,                0.48585,                 1.1285,                  1.519,                 1.2158,              0.0003518,              0.0003518,              0.0003518
                     49,                 1.4801,                 1.7561,                 1.5129,                0.80687,                0.68333,                0.69751,                0.48585,                 1.1285,                  1.519,                 1.2158,             0.00035746,             0.00035746,             0.00035746
                     50,                 1.4685,                 1.9066,                 1.4449,                 0.7554,                0.71667,                0.73314,                 0.4993,                 1.1038,                 1.5233,                 1.1907,             0.00036304,             0.00036304,             0.00036304
                     51,                 1.4593,                 1.7924,                 1.4939,                0.96872,                0.56667,                 0.7503,                0.51217,                 1.1234,                  1.571,                 1.1791,             0.00036491,             0.00036491,             0.00036491
                     52,                 1.4267,                 1.7788,                 1.3908,                0.96872,                0.56667,                 0.7503,                0.51217,                 1.1234,                  1.571,                 1.1791,             0.00036491,             0.00036491,             0.00036491
                     53,                 1.4357,                 1.8076,                 1.4025,                0.96196,                    0.6,                0.75352,                0.52814,                 1.1721,                  1.645,                 1.1824,             0.00036311,             0.00036311,             0.00036311
                     54,                 1.5752,                 1.9686,                 1.5015,                0.92008,                0.60639,                0.76359,                0.52429,                 1.2104,                 1.6011,                 1.1893,             0.00036131,             0.00036131,             0.00036131
                     55,                 1.4409,                 1.6464,                 1.4554,                0.92008,                0.60639,                0.76359,                0.52429,                 1.2104,                 1.6011,                 1.1893,              0.0003595,              0.0003595,              0.0003595
                     56,                 1.5702,                 1.7841,                 1.3993,                0.95571,                0.61508,                0.76841,                0.53812,                 1.1758,                 1.4626,                 1.1704,              0.0003577,              0.0003577,              0.0003577
                     57,                 1.3249,                 1.5514,                 1.3318,                0.71473,                0.71667,                0.77803,                0.54834,                 1.1062,                 1.3333,                 1.1457,              0.0003559,              0.0003559,              0.0003559
                     58,                 1.4192,                  1.759,                 1.3956,                0.71473,                0.71667,                0.77803,                0.54834,                 1.1062,                 1.3333,                 1.1457,              0.0003541,              0.0003541,              0.0003541
                     59,                 1.4129,                 1.5972,                 1.4013,                0.82195,                0.71667,                0.78873,                0.56038,                 1.0709,                 1.2301,                 1.1328,              0.0003523,              0.0003523,              0.0003523
                     60,                 1.2676,                 1.6295,                 1.2618,                0.86781,                0.71667,                0.79824,                0.57114,                 1.0375,                 1.1629,                 1.1124,              0.0003505,              0.0003505,              0.0003505
                     61,                 1.5028,                 1.5475,                 1.4022,                0.86781,                0.71667,                0.79824,                0.57114,                 1.0375,                 1.1629,                 1.1124,             0.00034869,             0.00034869,             0.00034869
                     62,                 1.2913,                 1.3974,                 1.2996,                0.84524,                0.72629,                  0.818,                0.60471,                0.98661,                 1.1054,                 1.0862,             0.00034689,             0.00034689,             0.00034689
                     63,                 1.3196,                 1.6388,                 1.3701,                0.70641,                0.89526,                0.83298,                0.60534,                0.95865,                 1.0844,                 1.0817,             0.00034509,             0.00034509,             0.00034509
                     64,                 1.4623,                 1.6176,                 1.4081,                0.70641,                0.89526,                0.83298,                0.60534,                0.95865,                 1.0844,                 1.0817,             0.00034329,             0.00034329,             0.00034329
                     65,                 1.2399,                 1.5034,                 1.3236,                0.74826,                0.90218,                0.83764,                0.61557,                0.95717,                 1.0572,                 1.0904,             0.00034149,             0.00034149,             0.00034149
                     66,                  1.333,                 1.5184,                 1.3573,                0.74394,                0.90041,                0.86621,                0.63397,                0.95274,                  1.046,                  1.096,             0.00033968,             0.00033968,             0.00033968
                     67,                 1.2054,                 1.4826,                 1.2469,                0.74394,                0.90041,                0.86621,                0.63397,                0.95274,                  1.046,                  1.096,             0.00033788,             0.00033788,             0.00033788
                     68,                 1.2709,                 1.4875,                  1.286,                0.75895,                0.89117,                0.90649,                 0.6796,                0.91446,                 1.0115,                 1.0872,             0.00033608,             0.00033608,             0.00033608
                     69,                 1.1579,                 1.3382,                 1.2817,                0.81567,                0.86419,                0.92519,                0.72592,                0.87436,                0.94912,                 1.0685,             0.00033428,             0.00033428,             0.00033428
                     70,                 1.3729,                 1.4924,                 1.3971,                0.81567,                0.86419,                0.92519,                0.72592,                0.87436,                0.94912,                 1.0685,             0.00033248,             0.00033248,             0.00033248
                     71,                 1.1781,                 1.3596,                 1.2798,                0.92712,                0.86577,                0.92985,                0.74682,                 0.8413,                0.90603,                 1.0471,             0.00033068,             0.00033068,             0.00033068
                     72,                 1.2873,                 1.5862,                 1.2971,                0.93139,                0.91667,                0.93894,                0.76402,                 0.8308,                0.87947,                 1.0357,             0.00032887,             0.00032887,             0.00032887
                     73,                 1.4149,                 1.5791,                 1.3675,                0.93139,                0.91667,                0.93894,                0.76402,                 0.8308,                0.87947,                 1.0357,             0.00032707,             0.00032707,             0.00032707
                     74,                 1.3709,                 1.4547,                  1.291,                0.92209,                0.91667,                0.94197,                0.75789,                0.82267,                0.89684,                 1.0286,             0.00032527,             0.00032527,             0.00032527
                     75,                 1.2239,                 1.5133,                  1.216,                0.93466,                0.90261,                0.94197,                0.76976,                0.80175,                0.90976,                 1.0199,             0.00032347,             0.00032347,             0.00032347
                     76,                 1.2266,                  1.468,                 1.2424,                0.93466,                0.90261,                0.94197,                0.76976,                0.80175,                0.90976,                 1.0199,             0.00032167,             0.00032167,             0.00032167
                     77,                 1.1462,                 1.3399,                 1.2581,                0.90288,                0.89804,                  0.945,                0.78281,                 0.8041,                 0.8885,                 1.0146,             0.00031986,             0.00031986,             0.00031986
                     78,                 1.0606,                 1.2217,                 1.2039,                0.91268,                0.90457,                  0.945,                0.77088,                0.81906,                0.87003,                  1.018,             0.00031806,             0.00031806,             0.00031806
                     79,                 1.0785,                 1.1322,                 1.2047,                0.91268,                0.90457,                  0.945,                0.77088,                0.81906,                0.87003,                  1.018,             0.00031626,             0.00031626,             0.00031626
                     80,                 1.0415,                 1.2007,                 1.1782,                0.93762,                0.89987,                 0.9487,                 0.7691,                0.83038,                0.85356,                 1.0165,             0.00031446,             0.00031446,             0.00031446
                     81,                 1.1495,                 1.2727,                 1.2561,                 0.9495,                0.90225,                  0.945,                0.76666,                0.84211,                0.85704,                  1.017,             0.00031266,             0.00031266,             0.00031266
                     82,                 1.1339,                 1.2818,                 1.2179,                 0.9495,                0.90225,                  0.945,                0.76666,                0.84211,                0.85704,                  1.017,             0.00031086,             0.00031086,             0.00031086
                     83,                 1.1144,                 1.2401,                 1.1731,                0.90769,                0.80316,                0.91205,                 0.7336,                0.84452,                0.89966,                 1.0171,             0.00030905,             0.00030905,             0.00030905
                     84,                  1.009,                 1.1739,                 1.1223,                0.88302,                    0.8,                0.90952,                0.72619,                0.84452,                0.95204,                  1.017,             0.00030725,             0.00030725,             0.00030725
                     85,                 1.0795,                 1.2417,                  1.192,                0.88302,                    0.8,                0.90952,                0.72619,                0.84452,                0.95204,                  1.017,             0.00030545,             0.00030545,             0.00030545
                     86,                 1.0811,                 1.3188,                  1.195,                0.86079,                    0.8,                0.90285,                0.71977,                0.83303,                0.94833,                 1.0104,             0.00030365,             0.00030365,             0.00030365
                     87,                 1.0916,                 1.3038,                 1.1888,                0.87907,                0.80434,                0.91306,                0.73887,                0.82494,                0.89824,                 1.0036,             0.00030185,             0.00030185,             0.00030185
                     88,                 1.1979,                 1.2732,                 1.2812,                0.87907,                0.80434,                0.91306,                0.73887,                0.82494,                0.89824,                 1.0036,             0.00030005,             0.00030005,             0.00030005
                     89,                 1.1154,                 1.1394,                 1.1488,                0.90837,                0.87084,                0.94373,                0.76828,                0.79288,                0.83268,                0.98316,             0.00029824,             0.00029824,             0.00029824
                     90,                0.89268,                 1.0417,                  1.084,                0.97566,                0.87712,                0.95626,                 0.7965,                0.75639,                0.77906,                0.96432,             0.00029644,             0.00029644,             0.00029644
                     91,                0.94138,                 1.1523,                 1.1108,                0.97566,                0.87712,                0.95626,                 0.7965,                0.75639,                0.77906,                0.96432,             0.00029464,             0.00029464,             0.00029464
                     92,                 1.0077,                 1.3209,                 1.0998,                0.98647,                 0.9067,                0.95929,                0.78912,                 0.7374,                0.76447,                0.95298,             0.00029284,             0.00029284,             0.00029284
                     93,                 1.0753,                 1.2003,                 1.1466,                0.96817,                0.90909,                0.95929,                0.78815,                0.74923,                0.78314,                0.95525,             0.00029104,             0.00029104,             0.00029104
                     94,                  1.094,                 1.2008,                 1.1672,                0.96817,                0.90909,                0.95929,                0.78815,                0.74923,                0.78314,                0.95525,             0.00028923,             0.00028923,             0.00028923
                     95,                 1.1576,                 1.2764,                 1.2303,                0.94065,                0.88948,                0.95929,                0.77627,                0.75627,                0.81448,                0.95301,             0.00028743,             0.00028743,             0.00028743
                     96,                 1.0007,                 1.2154,                 1.1128,                0.90579,                 0.8964,                0.96722,                0.76082,                0.76228,                 0.8369,                 0.9518,             0.00028563,             0.00028563,             0.00028563
                     97,                 1.0955,                 1.1436,                 1.1409,                0.90579,                 0.8964,                0.96722,                0.76082,                0.76228,                 0.8369,                 0.9518,             0.00028383,             0.00028383,             0.00028383
                     98,                0.99722,                 1.2476,                 1.1744,                0.87579,                0.91667,                0.96722,                0.77101,                0.76646,                0.85443,                0.95271,             0.00028203,             0.00028203,             0.00028203
                     99,                 1.1245,                 1.2179,                 1.2033,                0.91499,                0.91667,                0.97833,                0.77857,                0.75696,                0.86199,                0.95035,             0.00028023,             0.00028023,             0.00028023
                    100,                 1.2658,                  1.411,                 1.3093,                0.91499,                0.91667,                0.97833,                0.77857,                0.75696,                0.86199,                0.95035,             0.00027842,             0.00027842,             0.00027842
                    101,                 1.0781,                 1.2475,                   1.19,                0.91122,                0.91667,                0.97833,                0.77528,                0.74983,                0.83949,                0.94989,             0.00027662,             0.00027662,             0.00027662
                    102,                  1.061,                 1.1705,                 1.2237,                0.90825,                0.91151,                0.97833,                0.80147,                 0.7442,                0.80923,                0.95366,             0.00027482,             0.00027482,             0.00027482
                    103,                  1.084,                 1.1976,                 1.1722,                0.90825,                0.91151,                0.97833,                0.80147,                 0.7442,                0.80923,                0.95366,             0.00027302,             0.00027302,             0.00027302
                    104,                 1.0611,                 1.3826,                  1.205,                0.90535,                0.91157,                0.97833,                0.80393,                0.76123,                0.77538,                0.96137,             0.00027122,             0.00027122,             0.00027122
                    105,                 1.0005,                 1.0376,                  1.104,                0.90169,                0.90913,                0.97833,                0.80237,                0.76851,                0.76366,                0.96696,             0.00026941,             0.00026941,             0.00026941
                    106,                 1.0783,                 1.1005,                  1.135,                0.90169,                0.90913,                0.97833,                0.80237,                0.76851,                0.76366,                0.96696,             0.00026761,             0.00026761,             0.00026761
                    107,                 1.0213,                 1.1995,                 1.1238,                 0.8992,                0.90579,                0.97833,                0.80828,                0.77548,                0.75771,                0.97253,             0.00026581,             0.00026581,             0.00026581
                    108,                 1.1376,                 1.1424,                 1.2024,                0.89594,                0.90097,                0.97833,                0.79473,                0.77323,                0.77305,                0.97155,             0.00026401,             0.00026401,             0.00026401
                    109,                0.95804,                 1.1171,                 1.0835,                0.89594,                0.90097,                0.97833,                0.79473,                0.77323,                0.77305,                0.97155,             0.00026221,             0.00026221,             0.00026221
                    110,                 1.1877,                 1.3127,                 1.2441,                0.90525,                0.90428,                0.97833,                0.80173,                0.77873,                0.77899,                 0.9725,             0.00026041,             0.00026041,             0.00026041
                    111,                 0.9554,                 1.0277,                 1.0829,                0.96435,                0.89005,                0.97833,                0.80099,                0.77308,                0.75328,                 0.9652,              0.0002586,              0.0002586,              0.0002586
                    112,                 1.1125,                 1.1861,                 1.1634,                0.96435,                0.89005,                0.97833,                0.80099,                0.77308,                0.75328,                 0.9652,              0.0002568,              0.0002568,              0.0002568
                    113,                0.95094,                 1.1372,                  1.086,                0.94157,                0.96454,                  0.995,                0.81518,                0.76084,                0.73707,                0.95601,               0.000255,               0.000255,               0.000255
                    114,                0.94198,                 1.1117,                 1.1398,                0.97534,                 0.9905,                  0.995,                0.81007,                0.75567,                0.72112,                0.95165,              0.0002532,              0.0002532,              0.0002532
                    115,                0.89041,                 1.0831,                 1.0945,                0.97534,                 0.9905,                  0.995,                0.81007,                0.75567,                0.72112,                0.95165,              0.0002514,              0.0002514,              0.0002514
                    116,                 0.9279,                 1.0222,                 1.0446,                0.97947,                0.97182,                  0.995,                0.82447,                0.75714,                0.70959,                0.95138,             0.00024959,             0.00024959,             0.00024959
                    117,                 1.0081,                 1.1054,                 1.0868,                 0.9604,                0.96791,                  0.995,                0.82732,                0.75586,                0.69784,                0.95309,             0.00024779,             0.00024779,             0.00024779
                    118,                0.96033,                 1.0412,                  1.084,                 0.9604,                0.96791,                  0.995,                0.82732,                0.75586,                0.69784,                0.95309,             0.00024599,             0.00024599,             0.00024599
                    119,                 1.0733,                 1.1609,                 1.1591,                0.95597,                0.96786,                  0.995,                0.82168,                0.75238,                0.69878,                0.95646,             0.00024419,             0.00024419,             0.00024419
                    120,                 1.0288,                0.98741,                 1.1477,                0.96519,                0.96859,                  0.995,                0.81181,                0.75152,                0.68141,                0.95998,             0.00024239,             0.00024239,             0.00024239
                    121,                  1.043,                 1.0918,                 1.1404,                0.96519,                0.96859,                  0.995,                0.81181,                0.75152,                0.68141,                0.95998,             0.00024059,             0.00024059,             0.00024059
                    122,                0.89211,                 1.0009,                  1.084,                0.97513,                0.97393,                  0.995,                0.80406,                0.75314,                 0.6597,                0.96232,             0.00023878,             0.00023878,             0.00023878
                    123,                0.87599,                0.97141,                 1.0868,                0.97493,                0.98087,                  0.995,                0.80704,                0.74425,                0.64195,                0.95872,             0.00023698,             0.00023698,             0.00023698
                    124,                0.86664,                0.99263,                 1.0606,                0.97493,                0.98087,                  0.995,                0.80704,                0.74425,                0.64195,                0.95872,             0.00023518,             0.00023518,             0.00023518
                    125,                 1.0109,                 1.0615,                 1.1446,                0.97798,                0.98789,                  0.995,                0.81365,                0.72076,                0.61072,                0.94614,             0.00023338,             0.00023338,             0.00023338
                    126,                0.99738,                 1.0155,                 1.1357,                0.98487,                0.99417,                  0.995,                0.82857,                0.69348,                 0.5965,                0.92928,             0.00023158,             0.00023158,             0.00023158
                    127,                 1.0115,                 1.0836,                 1.1238,                0.98487,                0.99417,                  0.995,                0.82857,                0.69348,                 0.5965,                0.92928,             0.00022978,             0.00022978,             0.00022978
                    128,                0.95434,                0.99671,                 1.0993,                0.99038,                0.99963,                  0.995,                0.85138,                0.67723,                0.59447,                0.91983,             0.00022797,             0.00022797,             0.00022797
                    129,                0.96873,                0.99807,                 1.1005,                0.96906,                0.95655,                  0.995,                0.83959,                 0.6781,                0.60351,                0.91643,             0.00022617,             0.00022617,             0.00022617
                    130,                0.84237,                0.92706,                 1.0154,                0.96906,                0.95655,                  0.995,                0.83959,                 0.6781,                0.60351,                0.91643,             0.00022437,             0.00022437,             0.00022437
                    131,                0.86599,                0.97044,                 1.0406,                0.90678,                0.99378,                  0.995,                0.83449,                 0.6899,                0.63155,                0.91544,             0.00022257,             0.00022257,             0.00022257
                    132,                0.85258,                0.97006,                 1.0677,                0.89716,                0.98839,                  0.995,                0.81748,                0.70442,                0.65302,                0.91727,             0.00022077,             0.00022077,             0.00022077
                    133,                0.90841,                 1.0233,                 1.0702,                0.89716,                0.98839,                  0.995,                0.81748,                0.70442,                0.65302,                0.91727,             0.00021896,             0.00021896,             0.00021896
                    134,                 1.1998,                 1.1473,                 1.1505,                  0.917,                0.98373,                  0.995,                0.81855,                0.70723,                0.65076,                0.91761,             0.00021716,             0.00021716,             0.00021716
