                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     18,                 1.8056,                 2.7664,                 1.7216,                0.56938,                  0.475,                 0.5671,                0.31999,                 1.6224,                 2.1405,                 1.6899,               0.000101,               0.000101,               0.000101
                     19,                 1.6772,                 2.4759,                 1.5842,                0.81001,                0.40573,                0.60499,                0.34309,                 1.6077,                  2.088,                 1.6834,             0.00010359,             0.00010359,             0.00010359
                     20,                 1.7915,                  2.514,                 1.6222,                0.89366,                0.39322,                0.59254,                 0.3349,                    1.6,                 2.0254,                 1.6739,             0.00010583,             0.00010583,             0.00010583
                     21,                 1.7013,                 2.5421,                 1.6544,                0.48537,                0.62028,                0.62059,                0.35494,                 1.5836,                 1.9709,                 1.6602,             0.00010772,             0.00010772,             0.00010772
                     22,                 1.6929,                 2.4695,                 1.6179,                0.47708,                 0.5875,                0.63793,                0.37391,                 1.5662,                 1.9213,                 1.6402,             0.00010927,             0.00010927,             0.00010927
                     23,                 1.7169,                 2.5098,                 1.6443,                0.46484,                 0.6125,                0.65323,                0.38231,                 1.5375,                 1.8628,                  1.612,             0.00011048,             0.00011048,             0.00011048
                     24,                 1.6008,                 2.3791,                 1.5616,                0.46727,                 0.6125,                0.66281,                0.39858,                 1.5058,                 1.7896,                 1.5834,             0.00011134,             0.00011134,             0.00011134
                     25,                 1.7642,                 2.4315,                 1.6524,                0.47463,                0.67659,                0.66851,                0.41195,                 1.4769,                 1.7343,                 1.5628,             0.00011186,             0.00011186,             0.00011186
                     26,                 1.5418,                 2.3918,                 1.5883,                 0.5078,                 0.6625,                0.69045,                0.42663,                 1.4505,                 1.6964,                 1.5433,             0.00011203,             0.00011203,             0.00011203
                     27,                 1.6523,                 2.2872,                  1.575,                0.49994,                0.66499,                0.70509,                0.44423,                 1.4219,                 1.6623,                 1.5231,             0.00011186,             0.00011186,             0.00011186
                     28,                 1.5493,                 2.1559,                 1.5545,                 0.5247,                 0.6085,                0.71613,                0.45242,                 1.3971,                 1.6294,                 1.5064,             0.00011135,             0.00011135,             0.00011135
                     29,                 1.6061,                 2.2333,                 1.5737,                0.45768,                0.69953,                0.70914,                0.45479,                 1.3812,                 1.6073,                  1.483,             0.00011049,             0.00011049,             0.00011049
                     30,                 1.5974,                 2.0822,                 1.5307,                0.84775,                   0.55,                0.70537,                 0.4506,                 1.3748,                 1.5959,                 1.4664,             0.00010928,             0.00010928,             0.00010928
                     31,                  1.654,                 2.2519,                 1.5444,                0.59496,                   0.55,                0.70597,                 0.4554,                 1.3731,                 1.5817,                 1.4552,             0.00010773,             0.00010773,             0.00010773
                     32,                 1.7528,                 2.3755,                  1.597,                0.44751,                0.79611,                0.70834,                0.44971,                 1.3669,                 1.5733,                 1.4478,             0.00010584,             0.00010584,             0.00010584
                     33,                 1.6975,                  2.306,                 1.6531,                0.60463,                   0.55,                0.69892,                0.45061,                 1.3593,                 1.5704,                   1.44,              0.0001036,              0.0001036,              0.0001036
                     34,                 1.5553,                 2.0204,                 1.5581,                0.62738,                   0.55,                0.70105,                0.45215,                 1.3473,                 1.5684,                 1.4283,             0.00010102,             0.00010102,             0.00010102
                     35,                 1.6429,                 2.1195,                  1.562,                0.67122,                0.54564,                0.69486,                0.44876,                 1.3297,                 1.5563,                 1.4182,             9.8089e-05,             9.8089e-05,             9.8089e-05
                     36,                 1.4483,                 1.9338,                 1.4902,                0.67215,                0.54785,                0.69572,                0.45651,                  1.302,                 1.5351,                 1.4062,             9.4817e-05,             9.4817e-05,             9.4817e-05
                     37,                 1.5152,                 2.2458,                 1.5236,                0.67215,                0.54785,                0.69572,                0.45651,                  1.302,                 1.5351,                 1.4062,               9.12e-05,               9.12e-05,               9.12e-05
                     38,                 1.5763,                 2.1319,                 1.5799,                 0.6962,                0.54835,                0.70256,                 0.4722,                 1.2831,                  1.498,                 1.3925,             8.7239e-05,             8.7239e-05,             8.7239e-05
                     39,                 1.7522,                 2.2758,                 1.6699,                0.69729,                0.54442,                0.70615,                0.46788,                 1.2655,                 1.4699,                 1.3775,             8.2934e-05,             8.2934e-05,             8.2934e-05
                     40,                 1.6205,                  1.968,                 1.5388,                0.69729,                0.54442,                0.70615,                0.46788,                 1.2655,                 1.4699,                 1.3775,             7.8283e-05,             7.8283e-05,             7.8283e-05
                     41,                 1.5052,                 2.7064,                 1.5063,                0.69028,                0.54333,                0.70705,                 0.4707,                 1.2658,                 1.4553,                 1.3814,             7.3289e-05,             7.3289e-05,             7.3289e-05
                     42,                 1.4378,                 2.2378,                 1.5066,                0.69199,                 0.5391,                0.70753,                0.46755,                 1.2643,                 1.4445,                   1.38,              6.795e-05,              6.795e-05,              6.795e-05
                     43,                 1.5179,                 2.5604,                 1.5004,                0.69199,                 0.5391,                0.70753,                0.46755,                 1.2643,                 1.4445,                   1.38,             6.2266e-05,             6.2266e-05,             6.2266e-05
                     44,                 1.4393,                  2.275,                 1.4451,                0.60172,                  0.575,                0.71142,                0.47009,                 1.2668,                 1.4409,                 1.3836,             5.6238e-05,             5.6238e-05,             5.6238e-05
                     45,                  1.336,                 2.3757,                 1.3936,                0.68722,                0.58332,                  0.731,                0.48668,                 1.2724,                 1.4366,                 1.3881,             4.9865e-05,             4.9865e-05,             4.9865e-05
                     46,                 1.3821,                 2.2857,                 1.3702,                0.68722,                0.58332,                  0.731,                0.48668,                 1.2724,                 1.4366,                 1.3881,             4.3148e-05,             4.3148e-05,             4.3148e-05
                     47,                 1.3171,                 2.1385,                 1.3611,                 0.4789,                 0.7625,                0.73142,                0.49147,                 1.2837,                 1.4389,                 1.3944,             3.6086e-05,             3.6086e-05,             3.6086e-05
                     48,                 1.4043,                 2.1675,                 1.4903,                0.68585,                0.59262,                 0.7327,                 0.4928,                 1.2886,                 1.4382,                 1.3991,              2.868e-05,              2.868e-05,              2.868e-05
                     49,                 1.4277,                 2.1068,                 1.4248,                0.68585,                0.59262,                 0.7327,                 0.4928,                 1.2886,                 1.4382,                 1.3991,             2.0929e-05,             2.0929e-05,             2.0929e-05
                     50,                 1.2733,                 2.2623,                 1.3563,                 0.7201,                0.58761,                0.74096,                0.49936,                 1.2898,                 1.4406,                 1.4009,             1.2833e-05,             1.2833e-05,             1.2833e-05
